# sw_down lw_down tot_rain tot_snow t wind pstar q
3.6665e-02 2.7000e+02 0.0000e+00 0.0000e+00 2.7632e+02 2.4297e+00 9.7792e+04 4.6217e-03
0.0000e+00 2.6081e+02 0.0000e+00 0.0000e+00 2.7604e+02 2.4035e+00 9.7765e+04 4.4823e-03
0.0000e+00 2.5925e+02 0.0000e+00 0.0000e+00 2.7530e+02 2.5337e+00 9.7722e+04 4.1538e-03
3.8629e+01 2.7245e+02 0.0000e+00 0.0000e+00 2.7831e+02 2.4002e+00 9.7767e+04 4.8527e-03
1.4699e+02 3.0362e+02 0.0000e+00 0.0000e+00 2.8307e+02 2.4988e+00 9.7742e+04 6.1043e-03
6.4702e+01 3.2283e+02 1.4032e-05 0.0000e+00 2.8318e+02 2.7052e+00 9.7815e+04 6.4761e-03
1.6435e-03 3.3918e+02 0.0000e+00 0.0000e+00 2.8153e+02 2.2832e+00 9.7866e+04 6.3403e-03
0.0000e+00 3.3520e+02 0.0000e+00 0.0000e+00 2.7995e+02 2.0035e+00 9.7916e+04 5.9220e-03
0.0000e+00 3.1384e+02 0.0000e+00 0.0000e+00 2.7884e+02 1.9125e+00 9.7887e+04 5.4662e-03
0.0000e+00 3.0119e+02 0.0000e+00 0.0000e+00 2.7782e+02 2.0702e+00 9.7838e+04 4.9967e-03
0.0000e+00 2.8867e+02 0.0000e+00 0.0000e+00 2.7651e+02 2.2073e+00 9.7791e+04 4.6000e-03
4.2345e+01 2.7759e+02 0.0000e+00 0.0000e+00 2.7740e+02 1.5204e+00 9.7858e+04 4.8362e-03
2.0447e+02 2.7865e+02 0.0000e+00 0.0000e+00 2.8339e+02 1.0405e+00 9.7792e+04 6.7234e-03
1.0284e+02 2.8425e+02 0.0000e+00 0.0000e+00 2.8246e+02 1.7765e+00 9.7712e+04 6.5345e-03
2.4652e-03 2.7776e+02 0.0000e+00 0.0000e+00 2.7861e+02 2.2776e+00 9.7754e+04 5.5359e-03
0.0000e+00 2.7243e+02 0.0000e+00 0.0000e+00 2.7615e+02 2.3203e+00 9.7771e+04 4.6884e-03
0.0000e+00 2.7367e+02 0.0000e+00 0.0000e+00 2.7481e+02 2.3805e+00 9.7698e+04 4.2765e-03
0.0000e+00 2.7733e+02 0.0000e+00 0.0000e+00 2.7648e+02 2.7952e+00 9.7615e+04 4.2288e-03
0.0000e+00 2.7498e+02 0.0000e+00 0.0000e+00 2.7555e+02 2.8385e+00 9.7582e+04 3.9749e-03
4.1729e+01 2.7202e+02 0.0000e+00 0.0000e+00 2.7711e+02 2.2896e+00 9.7630e+04 4.3291e-03
2.1840e+02 2.7055e+02 0.0000e+00 0.0000e+00 2.8280e+02 1.5688e+00 9.7611e+04 5.9307e-03
1.1337e+02 2.7467e+02 0.0000e+00 0.0000e+00 2.8067e+02 2.4321e+00 9.7614e+04 5.5889e-03
2.8761e-03 2.7067e+02 0.0000e+00 0.0000e+00 2.7771e+02 2.5165e+00 9.7668e+04 4.8839e-03
0.0000e+00 2.6418e+02 0.0000e+00 0.0000e+00 2.7596e+02 2.5368e+00 9.7710e+04 4.3103e-03
2.1758e-02 2.5883e+02 0.0000e+00 0.0000e+00 2.7523e+02 2.5231e+00 9.7671e+04 3.9017e-03
0.0000e+00 2.5596e+02 0.0000e+00 0.0000e+00 2.7482e+02 2.5694e+00 9.7738e+04 3.6416e-03
0.0000e+00 2.6505e+02 0.0000e+00 0.0000e+00 2.7560e+02 2.7668e+00 9.7770e+04 3.7146e-03
2.0615e+01 2.9905e+02 0.0000e+00 0.0000e+00 2.7795e+02 2.7745e+00 9.7827e+04 4.2500e-03
7.7036e+01 3.2025e+02 1.7538e-05 0.0000e+00 2.8091e+02 3.1481e+00 9.7902e+04 5.5454e-03
2.0177e+01 3.4138e+02 0.0000e+00 0.0000e+00 2.8027e+02 3.1499e+00 9.8040e+04 5.8223e-03
1.2326e-03 3.1010e+02 0.0000e+00 0.0000e+00 2.7873e+02 3.1467e+00 9.8093e+04 5.0783e-03
0.0000e+00 2.8241e+02 0.0000e+00 0.0000e+00 2.7801e+02 3.6091e+00 9.8153e+04 4.7165e-03
2.7391e-04 2.7275e+02 0.0000e+00 0.0000e+00 2.7837e+02 4.1693e+00 9.8186e+04 4.6935e-03
0.0000e+00 3.0341e+02 0.0000e+00 0.0000e+00 2.7960e+02 4.2538e+00 9.8236e+04 4.5921e-03
0.0000e+00 3.1076e+02 0.0000e+00 0.0000e+00 2.7966e+02 3.7063e+00 9.8195e+04 4.5608e-03
3.3266e+01 3.0441e+02 0.0000e+00 0.0000e+00 2.8013e+02 2.9684e+00 9.8237e+04 4.7241e-03
1.9492e+02 2.8956e+02 0.0000e+00 0.0000e+00 2.8409e+02 2.6498e+00 9.8194e+04 5.5044e-03
1.1006e+02 2.8224e+02 0.0000e+00 0.0000e+00 2.8284e+02 2.9595e+00 9.8124e+04 5.1050e-03
3.2870e-03 2.7882e+02 0.0000e+00 0.0000e+00 2.7987e+02 2.8330e+00 9.8109e+04 4.6421e-03
0.0000e+00 2.6997e+02 0.0000e+00 0.0000e+00 2.7787e+02 2.6173e+00 9.8061e+04 4.3100e-03
2.2032e-02 2.6197e+02 0.0000e+00 0.0000e+00 2.7637e+02 2.5838e+00 9.7967e+04 3.9749e-03
0.0000e+00 2.4648e+02 0.0000e+00 0.0000e+00 2.7545e+02 2.7478e+00 9.7948e+04 3.5684e-03
0.0000e+00 2.4101e+02 0.0000e+00 0.0000e+00 2.7541e+02 2.9328e+00 9.8027e+04 3.5225e-03
4.5776e+01 2.4580e+02 0.0000e+00 0.0000e+00 2.7821e+02 2.7970e+00 9.8139e+04 4.0557e-03
2.1300e+02 2.6566e+02 0.0000e+00 0.0000e+00 2.8359e+02 2.7218e+00 9.8094e+04 5.1663e-03
1.0129e+02 2.9270e+02 0.0000e+00 0.0000e+00 2.8259e+02 2.9350e+00 9.8184e+04 5.1023e-03
2.4652e-03 3.0925e+02 0.0000e+00 0.0000e+00 2.8139e+02 2.2996e+00 9.8279e+04 5.0954e-03
0.0000e+00 3.0283e+02 0.0000e+00 0.0000e+00 2.7845e+02 1.9544e+00 9.8348e+04 4.8792e-03
3.2196e-02 3.0491e+02 0.0000e+00 0.0000e+00 2.7646e+02 1.6591e+00 9.8281e+04 4.5396e-03
0.0000e+00 2.9993e+02 0.0000e+00 0.0000e+00 2.7752e+02 1.9684e+00 9.8165e+04 4.2731e-03
0.0000e+00 2.7894e+02 0.0000e+00 0.0000e+00 2.7600e+02 2.3493e+00 9.8029e+04 3.8804e-03
4.0459e+01 2.7148e+02 0.0000e+00 0.0000e+00 2.7701e+02 2.1034e+00 9.7983e+04 3.8866e-03
2.1920e+02 2.5934e+02 0.0000e+00 0.0000e+00 2.8164e+02 1.7034e+00 9.7865e+04 4.7928e-03
1.2077e+02 2.5693e+02 0.0000e+00 0.0000e+00 2.8044e+02 2.2833e+00 9.7805e+04 4.8647e-03
3.2870e-03 2.5662e+02 0.0000e+00 0.0000e+00 2.7671e+02 2.4686e+00 9.7975e+04 4.2552e-03
0.0000e+00 2.5665e+02 0.0000e+00 0.0000e+00 2.7589e+02 2.7397e+00 9.8085e+04 3.8231e-03
0.0000e+00 2.6658e+02 0.0000e+00 0.0000e+00 2.7680e+02 2.9568e+00 9.8142e+04 3.6501e-03
0.0000e+00 2.7226e+02 0.0000e+00 0.0000e+00 2.7761e+02 3.1171e+00 9.8216e+04 3.8407e-03
0.0000e+00 2.6980e+02 0.0000e+00 0.0000e+00 2.7753e+02 2.8955e+00 9.8299e+04 3.8940e-03
3.8852e+01 2.7595e+02 0.0000e+00 0.0000e+00 2.7972e+02 2.4644e+00 9.8446e+04 4.4486e-03
1.6039e+02 3.0833e+02 0.0000e+00 0.0000e+00 2.8328e+02 1.7537e+00 9.8388e+04 5.4478e-03
8.9231e+01 2.9816e+02 0.0000e+00 0.0000e+00 2.8178e+02 2.6751e+00 9.8348e+04 4.9631e-03
3.2870e-03 2.7893e+02 0.0000e+00 0.0000e+00 2.7902e+02 2.9291e+00 9.8477e+04 4.2921e-03
0.0000e+00 2.7957e+02 0.0000e+00 0.0000e+00 2.7860e+02 3.0152e+00 9.8515e+04 3.8938e-03
0.0000e+00 2.6612e+02 0.0000e+00 0.0000e+00 2.7746e+02 2.8331e+00 9.8441e+04 3.6129e-03
0.0000e+00 2.6189e+02 0.0000e+00 0.0000e+00 2.7769e+02 3.0738e+00 9.8454e+04 3.6829e-03
0.0000e+00 2.5903e+02 0.0000e+00 0.0000e+00 2.7676e+02 2.8816e+00 9.8377e+04 3.5075e-03
4.0966e+01 2.6289e+02 0.0000e+00 0.0000e+00 2.7763e+02 2.3929e+00 9.8390e+04 3.8023e-03
2.1129e+02 2.6730e+02 0.0000e+00 0.0000e+00 2.8316e+02 2.0222e+00 9.8248e+04 5.1091e-03
1.1491e+02 2.6853e+02 0.0000e+00 0.0000e+00 2.8058e+02 2.5356e+00 9.8211e+04 4.9515e-03
2.2661e-01 2.6046e+02 0.0000e+00 0.0000e+00 2.7716e+02 2.4908e+00 9.8271e+04 4.3138e-03
0.0000e+00 2.5418e+02 0.0000e+00 0.0000e+00 2.7580e+02 2.6338e+00 9.8336e+04 3.8419e-03
3.7990e-02 2.4864e+02 0.0000e+00 0.0000e+00 2.7489e+02 2.6096e+00 9.8281e+04 3.5474e-03
0.0000e+00 2.4540e+02 0.0000e+00 0.0000e+00 2.7430e+02 2.5677e+00 9.8302e+04 3.5020e-03
0.0000e+00 2.4351e+02 0.0000e+00 0.0000e+00 2.7361e+02 2.5053e+00 9.8282e+04 3.2807e-03
4.4743e+01 2.4816e+02 0.0000e+00 0.0000e+00 2.7540e+02 2.0383e+00 9.8357e+04 3.5399e-03
2.2181e+02 2.4918e+02 0.0000e+00 0.0000e+00 2.8115e+02 1.6949e+00 9.8331e+04 4.7976e-03
1.1443e+02 2.5110e+02 0.0000e+00 0.0000e+00 2.7943e+02 2.6785e+00 9.8383e+04 4.4691e-03
3.6552e-01 2.4957e+02 0.0000e+00 0.0000e+00 2.7565e+02 2.4971e+00 9.8494e+04 3.7279e-03
0.0000e+00 2.4368e+02 0.0000e+00 0.0000e+00 2.7433e+02 2.3863e+00 9.8569e+04 3.3328e-03
0.0000e+00 2.3761e+02 0.0000e+00 0.0000e+00 2.7345e+02 1.9750e+00 9.8539e+04 3.0918e-03
0.0000e+00 2.4028e+02 0.0000e+00 0.0000e+00 2.7347e+02 2.2562e+00 9.8477e+04 2.9747e-03
0.0000e+00 2.4299e+02 0.0000e+00 0.0000e+00 2.7301e+02 1.9621e+00 9.8383e+04 2.8657e-03
4.5435e+01 2.4727e+02 0.0000e+00 0.0000e+00 2.7429e+02 1.6061e+00 9.8370e+04 3.2026e-03
2.2688e+02 2.4464e+02 0.0000e+00 0.0000e+00 2.7987e+02 1.4218e+00 9.8226e+04 4.5759e-03
1.2463e+02 2.4011e+02 0.0000e+00 0.0000e+00 2.7732e+02 2.5987e+00 9.8128e+04 4.2006e-03
3.8868e-01 2.4316e+02 0.0000e+00 0.0000e+00 2.7371e+02 2.5563e+00 9.8099e+04 3.5275e-03
0.0000e+00 2.4578e+02 0.0000e+00 0.0000e+00 2.7347e+02 2.6172e+00 9.8080e+04 3.2622e-03
1.5435e-02 2.4586e+02 0.0000e+00 0.0000e+00 2.7327e+02 2.7206e+00 9.8023e+04 3.1471e-03
0.0000e+00 2.4776e+02 0.0000e+00 0.0000e+00 2.7382e+02 2.9844e+00 9.7909e+04 3.1033e-03
0.0000e+00 2.7436e+02 0.0000e+00 0.0000e+00 2.7329e+02 2.8721e+00 9.7857e+04 3.1149e-03
3.3484e+01 2.8625e+02 0.0000e+00 0.0000e+00 2.7487e+02 2.1203e+00 9.7888e+04 3.5427e-03
2.1218e+02 2.5485e+02 0.0000e+00 0.0000e+00 2.7937e+02 1.4459e+00 9.7856e+04 4.6882e-03
1.1706e+02 2.5275e+02 0.0000e+00 0.0000e+00 2.7708e+02 1.9904e+00 9.8126e+04 4.1653e-03
3.6552e-01 2.4951e+02 0.0000e+00 0.0000e+00 2.7330e+02 1.8408e+00 9.8264e+04 3.5457e-03
0.0000e+00 2.5636e+02 0.0000e+00 0.0000e+00 2.7097e+02 1.2039e+00 9.8328e+04 3.1207e-03
1.7034e-02 2.8192e+02 0.0000e+00 0.0000e+00 2.7131e+02 1.1952e+00 9.8382e+04 3.2290e-03
0.0000e+00 2.8875e+02 0.0000e+00 0.0000e+00 2.7259e+02 1.1032e+00 9.8391e+04 3.4829e-03
0.0000e+00 2.9675e+02 0.0000e+00 0.0000e+00 2.7306e+02 1.7898e+00 9.8356e+04 3.5990e-03
2.7561e+01 2.9335e+02 0.0000e+00 0.0000e+00 2.7432e+02 2.6032e+00 9.8346e+04 3.7777e-03
1.6907e+02 2.7473e+02 0.0000e+00 0.0000e+00 2.7717e+02 3.6464e+00 9.8139e+04 3.9287e-03
1.0148e+02 2.6877e+02 0.0000e+00 0.0000e+00 2.7691e+02 3.6293e+00 9.7942e+04 3.8862e-03
3.9737e-01 2.5590e+02 0.0000e+00 0.0000e+00 2.7432e+02 3.9153e+00 9.7873e+04 3.4608e-03
0.0000e+00 2.2944e+02 0.0000e+00 0.0000e+00 2.7297e+02 4.1966e+00 9.7760e+04 3.1433e-03
0.0000e+00 2.1616e+02 0.0000e+00 0.0000e+00 2.7223e+02 4.0976e+00 9.7636e+04 2.8614e-03
0.0000e+00 2.1351e+02 0.0000e+00 0.0000e+00 2.7185e+02 3.2426e+00 9.7533e+04 2.8920e-03
0.0000e+00 2.1453e+02 0.0000e+00 0.0000e+00 2.7107e+02 2.7477e+00 9.7542e+04 2.7039e-03
4.5823e+01 2.2098e+02 0.0000e+00 0.0000e+00 2.7248e+02 1.9640e+00 9.7647e+04 2.8440e-03
1.9286e+02 2.5133e+02 0.0000e+00 0.0000e+00 2.7694e+02 9.5722e-01 9.7619e+04 3.5592e-03
6.9169e+01 2.8545e+02 0.0000e+00 0.0000e+00 2.7576e+02 1.5153e+00 9.7801e+04 3.5750e-03
2.6693e-01 3.1450e+02 5.2204e-05 0.0000e+00 2.7458e+02 1.7863e+00 9.7830e+04 3.7418e-03
0.0000e+00 3.3748e+02 1.0638e-04 0.0000e+00 2.7453e+02 1.4804e+00 9.7823e+04 4.0318e-03
0.0000e+00 3.2108e+02 0.0000e+00 0.0000e+00 2.7346e+02 1.3302e+00 9.7762e+04 3.7746e-03
0.0000e+00 3.2578e+02 0.0000e+00 0.0000e+00 2.7335e+02 4.6933e-01 9.7822e+04 3.6886e-03
0.0000e+00 3.2906e+02 0.0000e+00 0.0000e+00 2.7298e+02 1.1237e+00 9.7842e+04 3.7900e-03
8.7494e+00 3.2668e+02 0.0000e+00 0.0000e+00 2.7334e+02 1.7036e+00 9.7891e+04 3.8470e-03
1.3715e+02 3.0423e+02 0.0000e+00 0.0000e+00 2.7551e+02 2.1623e+00 9.7812e+04 4.2789e-03
1.0684e+02 2.6771e+02 0.0000e+00 0.0000e+00 2.7329e+02 8.7293e-01 9.7755e+04 3.9071e-03
5.5304e-01 2.4472e+02 0.0000e+00 0.0000e+00 2.7157e+02 1.6152e+00 9.7687e+04 3.4268e-03
0.0000e+00 2.4482e+02 0.0000e+00 0.0000e+00 2.7026e+02 2.1660e+00 9.7512e+04 3.0747e-03
1.7225e-02 2.9665e+02 0.0000e+00 0.0000e+00 2.6909e+02 2.4657e+00 9.7308e+04 2.7888e-03
0.0000e+00 2.7972e+02 0.0000e+00 0.0000e+00 2.7054e+02 2.7628e+00 9.7060e+04 2.9900e-03
0.0000e+00 2.5850e+02 0.0000e+00 0.0000e+00 2.7052e+02 2.9832e+00 9.6881e+04 2.8780e-03
2.7089e+01 2.5486e+02 0.0000e+00 0.0000e+00 2.7157e+02 2.7353e+00 9.6790e+04 3.1239e-03
1.7412e+02 2.5677e+02 0.0000e+00 0.0000e+00 2.7484e+02 2.4425e+00 9.6600e+04 3.6624e-03
7.4154e+01 2.6943e+02 0.0000e+00 0.0000e+00 2.7430e+02 2.7444e+00 9.6572e+04 3.7071e-03
6.4424e-01 2.8461e+02 0.0000e+00 0.0000e+00 2.7334e+02 2.3476e+00 9.6533e+04 3.4882e-03
0.0000e+00 2.9617e+02 0.0000e+00 0.0000e+00 2.7286e+02 1.7074e+00 9.6536e+04 3.4197e-03
3.0567e-04 3.0194e+02 3.3815e-05 7.9306e-05 2.7246e+02 1.6911e+00 9.6506e+04 3.4350e-03
0.0000e+00 3.0384e+02 4.9387e-05 1.1278e-04 2.7177e+02 1.3321e+00 9.6566e+04 3.2914e-03
0.0000e+00 3.0676e+02 4.5144e-05 5.2029e-05 2.7163e+02 1.3277e+00 9.6452e+04 3.2851e-03
2.3793e+00 3.1067e+02 4.9968e-05 2.6813e-05 2.7180e+02 1.3170e+00 9.6421e+04 3.3114e-03
4.9762e+01 3.0257e+02 2.2130e-05 1.5692e-05 2.7283e+02 1.4766e+00 9.6272e+04 3.5190e-03
4.1514e+01 3.0169e+02 0.0000e+00 0.0000e+00 2.7244e+02 2.2931e+00 9.6058e+04 3.3759e-03
3.1717e-01 2.8793e+02 0.0000e+00 0.0000e+00 2.6987e+02 3.0013e+00 9.5841e+04 2.8050e-03
0.0000e+00 2.8319e+02 0.0000e+00 0.0000e+00 2.6881e+02 3.5206e+00 9.5539e+04 2.5269e-03
0.0000e+00 2.4163e+02 0.0000e+00 0.0000e+00 2.6920e+02 3.6482e+00 9.5183e+04 2.5259e-03
0.0000e+00 2.6640e+02 0.0000e+00 0.0000e+00 2.7058e+02 2.8424e+00 9.4824e+04 2.6804e-03
0.0000e+00 2.9102e+02 2.9665e-05 3.1648e-05 2.7148e+02 2.3018e+00 9.4702e+04 3.0343e-03
7.0897e+00 3.0352e+02 6.7514e-05 1.0962e-04 2.7244e+02 2.2720e+00 9.4626e+04 3.4241e-03
3.8850e+01 3.1047e+02 1.0446e-04 6.5255e-05 2.7380e+02 2.5933e+00 9.4595e+04 3.7951e-03
2.7222e+01 3.1027e+02 1.2460e-04 4.0347e-05 2.7496e+02 3.1135e+00 9.4718e+04 3.9961e-03
9.9171e-02 3.0411e+02 8.8529e-05 0.0000e+00 2.7400e+02 3.2692e+00 9.4778e+04 3.8006e-03
0.0000e+00 2.8912e+02 2.6233e-05 0.0000e+00 2.7334e+02 3.2608e+00 9.4911e+04 3.6614e-03
0.0000e+00 2.7686e+02 0.0000e+00 0.0000e+00 2.7269e+02 2.8326e+00 9.4944e+04 3.4706e-03
0.0000e+00 2.8071e+02 0.0000e+00 0.0000e+00 2.7073e+02 2.5446e+00 9.4937e+04 2.8754e-03
0.0000e+00 2.7324e+02 0.0000e+00 0.0000e+00 2.6822e+02 2.4771e+00 9.4882e+04 2.3920e-03
3.7447e+01 2.6565e+02 0.0000e+00 0.0000e+00 2.6842e+02 1.8853e+00 9.4945e+04 2.4599e-03
1.9260e+02 2.5659e+02 3.6522e-05 0.0000e+00 2.7510e+02 1.6106e+00 9.4938e+04 3.4797e-03
7.9214e+01 2.8106e+02 2.3619e-05 0.0000e+00 2.7499e+02 2.3533e+00 9.5110e+04 3.5862e-03
4.0837e-01 2.7638e+02 2.7704e-05 0.0000e+00 2.7050e+02 2.3851e+00 9.5201e+04 2.8391e-03
0.0000e+00 2.6035e+02 0.0000e+00 0.0000e+00 2.6978e+02 2.0707e+00 9.5297e+04 2.6370e-03
1.9600e-02 2.5187e+02 0.0000e+00 0.0000e+00 2.6889e+02 1.7976e+00 9.5317e+04 2.4983e-03
0.0000e+00 2.5378e+02 0.0000e+00 0.0000e+00 2.7004e+02 2.1506e+00 9.5326e+04 2.8367e-03
0.0000e+00 2.8189e+02 0.0000e+00 0.0000e+00 2.6830e+02 2.2010e+00 9.5280e+04 2.4701e-03
1.8129e+01 2.8922e+02 1.4259e-05 0.0000e+00 2.6952e+02 1.4094e+00 9.5354e+04 2.7150e-03
2.0278e+02 2.5250e+02 0.0000e+00 0.0000e+00 2.7544e+02 5.7591e-01 9.5302e+04 3.6149e-03
1.2740e+02 2.3826e+02 0.0000e+00 0.0000e+00 2.7505e+02 1.5227e+00 9.5361e+04 3.7535e-03
6.2810e-01 2.3806e+02 1.9790e-05 0.0000e+00 2.7183e+02 1.9660e+00 9.5393e+04 3.2007e-03
0.0000e+00 2.6482e+02 1.6890e-05 0.0000e+00 2.7098e+02 2.1221e+00 9.5489e+04 3.0376e-03
1.8704e-02 2.8082e+02 3.9200e-05 0.0000e+00 2.7161e+02 2.1566e+00 9.5519e+04 3.2902e-03
0.0000e+00 2.9703e+02 4.6476e-05 2.4159e-05 2.7039e+02 2.1039e+00 9.5573e+04 2.9968e-03
0.0000e+00 2.9000e+02 2.1369e-05 0.0000e+00 2.7050e+02 1.9551e+00 9.5535e+04 3.0247e-03
3.5191e+01 2.8224e+02 0.0000e+00 0.0000e+00 2.7210e+02 1.7959e+00 9.5528e+04 3.3298e-03
1.9350e+02 2.7223e+02 0.0000e+00 0.0000e+00 2.7629e+02 2.7404e+00 9.5188e+04 3.8274e-03
1.1018e+02 2.6528e+02 0.0000e+00 0.0000e+00 2.7555e+02 2.7284e+00 9.5029e+04 3.8966e-03
3.3680e-01 2.9768e+02 8.6706e-05 0.0000e+00 2.7433e+02 2.7881e+00 9.5176e+04 3.6991e-03
0.0000e+00 3.1677e+02 2.6255e-04 0.0000e+00 2.7562e+02 4.0650e+00 9.5268e+04 4.2645e-03
0.0000e+00 3.2346e+02 9.2566e-05 0.0000e+00 2.7665e+02 7.5716e+00 9.5507e+04 4.6161e-03
0.0000e+00 3.0458e+02 2.1308e-05 0.0000e+00 2.7570e+02 4.7565e+00 9.5770e+04 4.0861e-03
0.0000e+00 2.9764e+02 0.0000e+00 0.0000e+00 2.7457e+02 4.0660e+00 9.5911e+04 3.9193e-03
3.0457e+01 2.9055e+02 0.0000e+00 0.0000e+00 2.7506e+02 3.3338e+00 9.6082e+04 3.9966e-03
2.0534e+02 2.6998e+02 0.0000e+00 0.0000e+00 2.7666e+02 2.6999e+00 9.6035e+04 3.8665e-03
1.1516e+02 2.6860e+02 0.0000e+00 0.0000e+00 2.7699e+02 1.5079e+00 9.5933e+04 3.8408e-03
1.0853e+00 2.7057e+02 0.0000e+00 0.0000e+00 2.7410e+02 1.8266e+00 9.5936e+04 3.5663e-03
0.0000e+00 2.9575e+02 0.0000e+00 0.0000e+00 2.7231e+02 1.8064e+00 9.5894e+04 3.3629e-03
0.0000e+00 2.8224e+02 1.8624e-05 0.0000e+00 2.7242e+02 1.9278e+00 9.5848e+04 3.4653e-03
0.0000e+00 2.9887e+02 2.2638e-05 0.0000e+00 2.7390e+02 1.7618e+00 9.5812e+04 3.6430e-03
0.0000e+00 2.9562e+02 0.0000e+00 0.0000e+00 2.7347e+02 1.9473e+00 9.5733e+04 3.6892e-03
2.7575e+01 2.9272e+02 0.0000e+00 0.0000e+00 2.7402e+02 1.4577e+00 9.5775e+04 3.8631e-03
1.2115e+02 2.9899e+02 2.6892e-05 0.0000e+00 2.7655e+02 1.2745e+00 9.5716e+04 4.4567e-03
5.2241e+01 3.1368e+02 2.0963e-05 0.0000e+00 2.7740e+02 1.2544e+00 9.5710e+04 5.0288e-03
3.5755e-01 3.1884e+02 0.0000e+00 0.0000e+00 2.7586e+02 1.8684e+00 9.5674e+04 4.6890e-03
0.0000e+00 3.2247e+02 1.8699e-05 0.0000e+00 2.7556e+02 1.8061e+00 9.5599e+04 4.5547e-03
1.9600e-02 2.9610e+02 0.0000e+00 0.0000e+00 2.7417e+02 2.0681e+00 9.5489e+04 4.1587e-03
0.0000e+00 2.7693e+02 0.0000e+00 0.0000e+00 2.7336e+02 2.0926e+00 9.5438e+04 3.9095e-03
0.0000e+00 2.5475e+02 0.0000e+00 0.0000e+00 2.7144e+02 2.6643e+00 9.5319e+04 3.3413e-03
2.3842e+01 2.6481e+02 0.0000e+00 0.0000e+00 2.7309e+02 2.3451e+00 9.5311e+04 3.6534e-03
1.4205e+02 2.8537e+02 8.0593e-05 0.0000e+00 2.7734e+02 1.7108e+00 9.5327e+04 4.6772e-03
8.9381e+01 2.7868e+02 0.0000e+00 0.0000e+00 2.7725e+02 1.7434e+00 9.5302e+04 4.7296e-03
7.5294e-01 2.5482e+02 3.4865e-05 0.0000e+00 2.7463e+02 2.3740e+00 9.5158e+04 4.1432e-03
0.0000e+00 2.7653e+02 5.2359e-05 0.0000e+00 2.7386e+02 2.2704e+00 9.5111e+04 3.8743e-03
1.7531e-02 2.8260e+02 6.6482e-05 0.0000e+00 2.7530e+02 3.2443e+00 9.5180e+04 4.0215e-03
0.0000e+00 2.8510e+02 0.0000e+00 0.0000e+00 2.7441e+02 2.3861e+00 9.5130e+04 3.8394e-03
0.0000e+00 2.8874e+02 0.0000e+00 0.0000e+00 2.7317e+02 2.1164e+00 9.4834e+04 3.7440e-03
1.3299e+01 3.0144e+02 1.5941e-04 0.0000e+00 2.7376e+02 2.1503e+00 9.4552e+04 3.9596e-03
1.1086e+02 2.9987e+02 2.0547e-04 0.0000e+00 2.7744e+02 2.1047e+00 9.4337e+04 4.7676e-03
7.4976e+01 3.0464e+02 1.5870e-05 0.0000e+00 2.7738e+02 2.2619e+00 9.4519e+04 4.9425e-03
9.2117e-02 3.2054e+02 2.7568e-05 0.0000e+00 2.7727e+02 3.9634e+00 9.4547e+04 4.7390e-03
0.0000e+00 2.9908e+02 0.0000e+00 0.0000e+00 2.7653e+02 5.2773e+00 9.4574e+04 4.2335e-03
4.1506e-02 2.9493e+02 1.6476e-05 0.0000e+00 2.7571e+02 6.2505e+00 9.4668e+04 3.9269e-03
0.0000e+00 2.7934e+02 0.0000e+00 0.0000e+00 2.7668e+02 5.7000e+00 9.4827e+04 3.9605e-03
0.0000e+00 2.8854e+02 6.7968e-05 0.0000e+00 2.7554e+02 5.5585e+00 9.4866e+04 3.6157e-03
2.0481e+01 3.0170e+02 9.4640e-05 0.0000e+00 2.7523e+02 6.5148e+00 9.5074e+04 3.8101e-03
9.8029e+01 3.1231e+02 3.6042e-05 0.0000e+00 2.7587e+02 6.4151e+00 9.5150e+04 3.8321e-03
6.9139e+01 3.0123e+02 6.9930e-05 0.0000e+00 2.7561e+02 5.9506e+00 9.5456e+04 4.1296e-03
2.1931e-01 3.1910e+02 8.8999e-05 0.0000e+00 2.7551e+02 5.8718e+00 9.5576e+04 4.0506e-03
0.0000e+00 3.1350e+02 5.6109e-05 0.0000e+00 2.7471e+02 5.7628e+00 9.5686e+04 3.9220e-03
3.0567e-04 2.9890e+02 3.8356e-05 0.0000e+00 2.7405e+02 5.8695e+00 9.5808e+04 3.7527e-03
0.0000e+00 3.0572e+02 2.6758e-05 0.0000e+00 2.7516e+02 6.8676e+00 9.5936e+04 3.3436e-03
0.0000e+00 3.0103e+02 4.7903e-05 0.0000e+00 2.7410e+02 7.5108e+00 9.6020e+04 3.1698e-03
1.3536e+01 3.0501e+02 9.2217e-05 2.7491e-05 2.7353e+02 7.9871e+00 9.6101e+04 3.1898e-03
1.0193e+02 2.9688e+02 9.8493e-05 6.1547e-05 2.7405e+02 8.3752e+00 9.6280e+04 3.7183e-03
3.7819e+01 3.0616e+02 7.8658e-05 2.0957e-05 2.7417e+02 8.2793e+00 9.6635e+04 3.8336e-03
1.5705e-01 3.1396e+02 4.1253e-05 0.0000e+00 2.7345e+02 6.5309e+00 9.6871e+04 3.5622e-03
0.0000e+00 3.0936e+02 4.5294e-05 1.4503e-05 2.7252e+02 5.5997e+00 9.6994e+04 3.2047e-03
3.0567e-04 2.7603e+02 0.0000e+00 0.0000e+00 2.7175e+02 4.1831e+00 9.7018e+04 2.9310e-03
0.0000e+00 2.6761e+02 0.0000e+00 0.0000e+00 2.7209e+02 2.9854e+00 9.6953e+04 2.9680e-03
