# sw_down lw_down tot_rain tot_snow t wind pstar q
1.8763e+02 3.0940e+02 2.5171e-05 0.0000e+00 2.7718e+02 1.5041e+00 9.6567e+04 4.4987e-03
3.5493e+02 3.2513e+02 6.9131e-05 0.0000e+00 2.7897e+02 1.7733e+00 9.6449e+04 5.0581e-03
2.8123e+02 3.2472e+02 2.7939e-05 0.0000e+00 2.8056e+02 3.1082e+00 9.6418e+04 4.3157e-03
4.8107e+01 3.1376e+02 3.4137e-05 0.0000e+00 2.7803e+02 2.7264e+00 9.6489e+04 3.6843e-03
0.0000e+00 2.9285e+02 2.4565e-05 0.0000e+00 2.7562e+02 2.4858e+00 9.6655e+04 3.2460e-03
0.0000e+00 2.8777e+02 0.0000e+00 0.0000e+00 2.7446e+02 2.4621e+00 9.6711e+04 3.0753e-03
0.0000e+00 2.8067e+02 0.0000e+00 0.0000e+00 2.7328e+02 2.5400e+00 9.6810e+04 2.8927e-03
1.5488e+01 2.7145e+02 0.0000e+00 0.0000e+00 2.7244e+02 2.2150e+00 9.6929e+04 2.8845e-03
2.9921e+02 2.7546e+02 1.0676e-05 8.7983e-06 2.7695e+02 3.7841e+00 9.7106e+04 3.4123e-03
6.6268e+02 2.8152e+02 2.7725e-05 0.0000e+00 2.8028e+02 4.4839e+00 9.7122e+04 3.1918e-03
5.4102e+02 2.8019e+02 1.2250e-05 0.0000e+00 2.8057e+02 3.8029e+00 9.7265e+04 2.9650e-03
1.2287e+02 2.6517e+02 0.0000e+00 0.0000e+00 2.7795e+02 2.2198e+00 9.7329e+04 2.9437e-03
0.0000e+00 2.6702e+02 0.0000e+00 0.0000e+00 2.7554e+02 1.5605e+00 9.7470e+04 2.8870e-03
0.0000e+00 2.8186e+02 0.0000e+00 0.0000e+00 2.7405e+02 1.4240e+00 9.7495e+04 2.9908e-03
0.0000e+00 2.8095e+02 0.0000e+00 0.0000e+00 2.7198e+02 1.3723e+00 9.7466e+04 2.6062e-03
1.5477e+01 2.8301e+02 0.0000e+00 1.0278e-05 2.7250e+02 1.4804e+00 9.7531e+04 2.8253e-03
3.0970e+02 2.9019e+02 2.8654e-05 1.6113e-05 2.7704e+02 3.2048e+00 9.7598e+04 3.5759e-03
6.5513e+02 2.8159e+02 6.6338e-05 0.0000e+00 2.7955e+02 4.0813e+00 9.7555e+04 4.4281e-03
4.5823e+02 2.9136e+02 8.9529e-05 0.0000e+00 2.7857e+02 4.2449e+00 9.7711e+04 4.6768e-03
7.3401e+01 2.9625e+02 2.7300e-05 1.5812e-05 2.7593e+02 3.0950e+00 9.7871e+04 4.3144e-03
0.0000e+00 2.8716e+02 0.0000e+00 1.2251e-05 2.7455e+02 2.9812e+00 9.8175e+04 3.9466e-03
0.0000e+00 2.8524e+02 0.0000e+00 1.4335e-05 2.7277e+02 2.3427e+00 9.8334e+04 3.4482e-03
0.0000e+00 2.7407e+02 0.0000e+00 0.0000e+00 2.7146e+02 1.7325e+00 9.8444e+04 3.0903e-03
1.9279e+01 2.7067e+02 0.0000e+00 0.0000e+00 2.7141e+02 1.4831e+00 9.8609e+04 3.1227e-03
3.9115e+02 2.5868e+02 0.0000e+00 0.0000e+00 2.7657e+02 2.0569e+00 9.8728e+04 3.2456e-03
7.5178e+02 2.6447e+02 0.0000e+00 0.0000e+00 2.8166e+02 2.5136e+00 9.8601e+04 3.2376e-03
6.1099e+02 2.7696e+02 0.0000e+00 0.0000e+00 2.8340e+02 2.9208e+00 9.8521e+04 3.4294e-03
1.4720e+02 2.5776e+02 0.0000e+00 0.0000e+00 2.8028e+02 2.4938e+00 9.8425e+04 3.3705e-03
0.0000e+00 2.4677e+02 0.0000e+00 0.0000e+00 2.7642e+02 2.8203e+00 9.8467e+04 2.9788e-03
0.0000e+00 2.3925e+02 0.0000e+00 0.0000e+00 2.7321e+02 2.8201e+00 9.8353e+04 2.4913e-03
0.0000e+00 2.5893e+02 0.0000e+00 0.0000e+00 2.7312e+02 2.7442e+00 9.8289e+04 2.3801e-03
2.1757e+01 2.7971e+02 0.0000e+00 0.0000e+00 2.7365e+02 2.6145e+00 9.8306e+04 2.6180e-03
3.2853e+02 3.0361e+02 0.0000e+00 0.0000e+00 2.8150e+02 3.8824e+00 9.8346e+04 4.1105e-03
6.8886e+02 3.0860e+02 0.0000e+00 0.0000e+00 2.8624e+02 4.5537e+00 9.8294e+04 4.9492e-03
5.8713e+02 3.1367e+02 0.0000e+00 0.0000e+00 2.8734e+02 3.6589e+00 9.8257e+04 4.9320e-03
1.3178e+02 3.1239e+02 0.0000e+00 0.0000e+00 2.8439e+02 1.5277e+00 9.8259e+04 5.2045e-03
0.0000e+00 2.9909e+02 0.0000e+00 0.0000e+00 2.8085e+02 8.8288e-01 9.8352e+04 4.7657e-03
0.0000e+00 2.5674e+02 0.0000e+00 0.0000e+00 2.7421e+02 1.8830e+00 9.8285e+04 3.5976e-03
0.0000e+00 2.5439e+02 0.0000e+00 0.0000e+00 2.7305e+02 2.0186e+00 9.8202e+04 3.5258e-03
3.3535e+01 2.5598e+02 0.0000e+00 0.0000e+00 2.7445e+02 1.9108e+00 9.8228e+04 3.7757e-03
4.4670e+02 2.7418e+02 0.0000e+00 0.0000e+00 2.8423e+02 2.4501e+00 9.8154e+04 5.3858e-03
7.5900e+02 3.0689e+02 0.0000e+00 0.0000e+00 2.9044e+02 1.8624e+00 9.7970e+04 6.6623e-03
6.3347e+02 3.1914e+02 0.0000e+00 0.0000e+00 2.9359e+02 1.3245e+00 9.7775e+04 7.3675e-03
1.5445e+02 3.0871e+02 0.0000e+00 0.0000e+00 2.9008e+02 1.4798e+00 9.7780e+04 7.5422e-03
0.0000e+00 2.9611e+02 0.0000e+00 0.0000e+00 2.8453e+02 1.1771e+00 9.7830e+04 6.5007e-03
0.0000e+00 2.7334e+02 0.0000e+00 0.0000e+00 2.7775e+02 1.8132e+00 9.7778e+04 4.7911e-03
0.0000e+00 2.6685e+02 0.0000e+00 0.0000e+00 2.7647e+02 2.0686e+00 9.7684e+04 3.9842e-03
3.6050e+01 2.6378e+02 0.0000e+00 0.0000e+00 2.7594e+02 1.8392e+00 9.7687e+04 3.9015e-03
4.5037e+02 2.9429e+02 0.0000e+00 0.0000e+00 2.9017e+02 9.3032e-01 9.7676e+04 7.1608e-03
7.8203e+02 3.1951e+02 0.0000e+00 0.0000e+00 2.9552e+02 1.7269e+00 9.7565e+04 6.6962e-03
6.4071e+02 3.2500e+02 0.0000e+00 0.0000e+00 2.9547e+02 1.5552e+00 9.7365e+04 6.2573e-03
1.5892e+02 3.1149e+02 0.0000e+00 0.0000e+00 2.9171e+02 1.1904e+00 9.7342e+04 6.7495e-03
0.0000e+00 3.0057e+02 0.0000e+00 0.0000e+00 2.8595e+02 1.7368e+00 9.7359e+04 5.9424e-03
0.0000e+00 2.8365e+02 0.0000e+00 0.0000e+00 2.7992e+02 1.9488e+00 9.7299e+04 5.0597e-03
0.0000e+00 2.8159e+02 0.0000e+00 0.0000e+00 2.7925e+02 2.3717e+00 9.7237e+04 4.4070e-03
2.5266e+01 3.0242e+02 0.0000e+00 0.0000e+00 2.8223e+02 3.2127e+00 9.7360e+04 4.6366e-03
2.8566e+02 3.3562e+02 0.0000e+00 0.0000e+00 2.8787e+02 3.8615e+00 9.7510e+04 6.0281e-03
5.0308e+02 3.5075e+02 1.4656e-05 0.0000e+00 2.9009e+02 3.8570e+00 9.7514e+04 6.4754e-03
3.2100e+02 3.6612e+02 0.0000e+00 0.0000e+00 2.9094e+02 4.0838e+00 9.7542e+04 6.7570e-03
7.8501e+01 3.4868e+02 0.0000e+00 0.0000e+00 2.8768e+02 3.0918e+00 9.7679e+04 6.0608e-03
0.0000e+00 3.2788e+02 0.0000e+00 0.0000e+00 2.8444e+02 3.1383e+00 9.7907e+04 5.5570e-03
0.0000e+00 3.0220e+02 0.0000e+00 0.0000e+00 2.8151e+02 2.8975e+00 9.8034e+04 5.4035e-03
0.0000e+00 2.9783e+02 0.0000e+00 0.0000e+00 2.8165e+02 2.7482e+00 9.8132e+04 5.7407e-03
2.3784e+01 3.0740e+02 0.0000e+00 0.0000e+00 2.8116e+02 2.0286e+00 9.8246e+04 5.9479e-03
3.2263e+02 3.1812e+02 1.5824e-05 0.0000e+00 2.8506e+02 3.2479e+00 9.8317e+04 6.5439e-03
6.1277e+02 3.2881e+02 1.2736e-05 0.0000e+00 2.9010e+02 3.3849e+00 9.8226e+04 6.5881e-03
4.9559e+02 3.4651e+02 0.0000e+00 0.0000e+00 2.9208e+02 3.4494e+00 9.8041e+04 6.5967e-03
1.4311e+02 3.1532e+02 0.0000e+00 0.0000e+00 2.8845e+02 1.8377e+00 9.8049e+04 6.7769e-03
0.0000e+00 2.9529e+02 0.0000e+00 0.0000e+00 2.8479e+02 2.2536e+00 9.8106e+04 6.1383e-03
0.0000e+00 2.7849e+02 0.0000e+00 0.0000e+00 2.7953e+02 2.5632e+00 9.8003e+04 5.1787e-03
0.0000e+00 2.7343e+02 0.0000e+00 0.0000e+00 2.8052e+02 3.0906e+00 9.7918e+04 4.9765e-03
4.0709e+01 2.8093e+02 0.0000e+00 0.0000e+00 2.8225e+02 3.4526e+00 9.8007e+04 5.3650e-03
4.1570e+02 3.0378e+02 0.0000e+00 0.0000e+00 2.8830e+02 5.4888e+00 9.8149e+04 6.5323e-03
6.0841e+02 3.4077e+02 0.0000e+00 0.0000e+00 2.9047e+02 6.9241e+00 9.8072e+04 6.0526e-03
4.6707e+02 3.4649e+02 0.0000e+00 0.0000e+00 2.9043e+02 5.8600e+00 9.7958e+04 6.1170e-03
1.1227e+02 3.1731e+02 0.0000e+00 0.0000e+00 2.8589e+02 3.2798e+00 9.8054e+04 5.5572e-03
0.0000e+00 3.1522e+02 0.0000e+00 0.0000e+00 2.8290e+02 1.8722e+00 9.8171e+04 5.1529e-03
0.0000e+00 3.1460e+02 0.0000e+00 0.0000e+00 2.8028e+02 1.6451e+00 9.8169e+04 5.0270e-03
0.0000e+00 2.9578e+02 1.4127e-05 0.0000e+00 2.7847e+02 1.5558e+00 9.8120e+04 4.3558e-03
2.7767e+01 2.7768e+02 1.1432e-05 0.0000e+00 2.7838e+02 1.8001e+00 9.8165e+04 4.4851e-03
3.6729e+02 2.9430e+02 1.1040e-05 0.0000e+00 2.8478e+02 4.5584e+00 9.8200e+04 4.9029e-03
7.1268e+02 3.1436e+02 0.0000e+00 0.0000e+00 2.8979e+02 4.9684e+00 9.8059e+04 5.1790e-03
6.2267e+02 3.1413e+02 0.0000e+00 0.0000e+00 2.9178e+02 5.3764e+00 9.7845e+04 5.8680e-03
1.5723e+02 3.0457e+02 0.0000e+00 0.0000e+00 2.8844e+02 3.2701e+00 9.7808e+04 6.0810e-03
0.0000e+00 2.9881e+02 0.0000e+00 0.0000e+00 2.8520e+02 3.2310e+00 9.7804e+04 5.7172e-03
0.0000e+00 2.7724e+02 0.0000e+00 0.0000e+00 2.8114e+02 3.1842e+00 9.7696e+04 4.6679e-03
0.0000e+00 2.7015e+02 0.0000e+00 0.0000e+00 2.8083e+02 3.0567e+00 9.7550e+04 4.0907e-03
4.5833e+01 2.6346e+02 0.0000e+00 0.0000e+00 2.8074e+02 2.4960e+00 9.7502e+04 4.3086e-03
4.7732e+02 2.8818e+02 0.0000e+00 0.0000e+00 2.9150e+02 2.7042e+00 9.7445e+04 6.1793e-03
7.9384e+02 3.1719e+02 0.0000e+00 0.0000e+00 2.9689e+02 3.6378e+00 9.7315e+04 6.2946e-03
6.5177e+02 3.2371e+02 0.0000e+00 0.0000e+00 2.9782e+02 3.8221e+00 9.7063e+04 5.8090e-03
1.7375e+02 3.0441e+02 0.0000e+00 0.0000e+00 2.9295e+02 2.4989e+00 9.6984e+04 6.1006e-03
0.0000e+00 2.8491e+02 0.0000e+00 0.0000e+00 2.8651e+02 2.9859e+00 9.6949e+04 4.9111e-03
0.0000e+00 2.6930e+02 0.0000e+00 0.0000e+00 2.8140e+02 2.9693e+00 9.6831e+04 3.8933e-03
0.0000e+00 2.7085e+02 0.0000e+00 0.0000e+00 2.8249e+02 3.3372e+00 9.6724e+04 3.1890e-03
4.7483e+01 2.7840e+02 0.0000e+00 0.0000e+00 2.8408e+02 3.1376e+00 9.6737e+04 3.9852e-03
4.7863e+02 3.0460e+02 0.0000e+00 0.0000e+00 2.9397e+02 3.3573e+00 9.6785e+04 6.4394e-03
7.7280e+02 3.3328e+02 0.0000e+00 0.0000e+00 2.9806e+02 4.1291e+00 9.6717e+04 6.8671e-03
5.3343e+02 3.5636e+02 0.0000e+00 0.0000e+00 2.9739e+02 4.5107e+00 9.6585e+04 6.2837e-03
1.0350e+02 3.4574e+02 0.0000e+00 0.0000e+00 2.9216e+02 2.4325e+00 9.6585e+04 6.4949e-03
0.0000e+00 3.3676e+02 0.0000e+00 0.0000e+00 2.8910e+02 1.6756e+00 9.6607e+04 6.1990e-03
0.0000e+00 3.4398e+02 0.0000e+00 0.0000e+00 2.8699e+02 1.5899e+00 9.6533e+04 6.6367e-03
0.0000e+00 3.5464e+02 0.0000e+00 0.0000e+00 2.8673e+02 2.3750e+00 9.6491e+04 6.3320e-03
8.3850e+00 3.6379e+02 0.0000e+00 0.0000e+00 2.8505e+02 2.0389e+00 9.6506e+04 7.5799e-03
8.1815e+01 3.7399e+02 4.8596e-05 0.0000e+00 2.8582e+02 2.8507e+00 9.6504e+04 8.8231e-03
2.1155e+02 3.7427e+02 1.9348e-04 0.0000e+00 2.8728e+02 2.3783e+00 9.6455e+04 1.0070e-02
1.4560e+02 3.7767e+02 2.5069e-04 0.0000e+00 2.8786e+02 3.3843e+00 9.6447e+04 9.8571e-03
2.4563e+01 3.5675e+02 2.3399e-04 0.0000e+00 2.8377e+02 3.2350e+00 9.6558e+04 7.6011e-03
0.0000e+00 3.3043e+02 1.4552e-04 0.0000e+00 2.7992e+02 3.0261e+00 9.6792e+04 5.5778e-03
0.0000e+00 3.1822e+02 4.3936e-05 0.0000e+00 2.7997e+02 2.3864e+00 9.6966e+04 5.2222e-03
0.0000e+00 3.0012e+02 1.4477e-05 0.0000e+00 2.7755e+02 2.2842e+00 9.7152e+04 4.3327e-03
2.5864e+01 2.9008e+02 0.0000e+00 0.0000e+00 2.7723e+02 1.7867e+00 9.7282e+04 4.2650e-03
2.7396e+02 2.9943e+02 1.4802e-05 0.0000e+00 2.7956e+02 2.8154e+00 9.7402e+04 4.2405e-03
6.2543e+02 3.1361e+02 2.5175e-05 0.0000e+00 2.8286e+02 3.9684e+00 9.7432e+04 3.9867e-03
5.5958e+02 3.0642e+02 1.8934e-05 0.0000e+00 2.8321e+02 3.3124e+00 9.7502e+04 3.7585e-03
1.5230e+02 2.8194e+02 0.0000e+00 0.0000e+00 2.8110e+02 1.6677e+00 9.7469e+04 3.5492e-03
0.0000e+00 2.4904e+02 0.0000e+00 0.0000e+00 2.7839e+02 1.1356e+00 9.7551e+04 3.3949e-03
0.0000e+00 2.3992e+02 0.0000e+00 0.0000e+00 2.7553e+02 1.1425e+00 9.7536e+04 3.1398e-03
0.0000e+00 2.2249e+02 0.0000e+00 0.0000e+00 2.7097e+02 1.8500e+00 9.7410e+04 2.7382e-03
5.5686e+01 2.1935e+02 0.0000e+00 0.0000e+00 2.7307e+02 1.2094e+00 9.7362e+04 3.1929e-03
5.0529e+02 2.4908e+02 0.0000e+00 0.0000e+00 2.8294e+02 2.5777e+00 9.7398e+04 3.6013e-03
8.2012e+02 2.7198e+02 0.0000e+00 0.0000e+00 2.8779e+02 2.9586e+00 9.7276e+04 4.0852e-03
6.7352e+02 2.8446e+02 0.0000e+00 0.0000e+00 2.8958e+02 2.9624e+00 9.7171e+04 4.3350e-03
1.8806e+02 2.7291e+02 0.0000e+00 0.0000e+00 2.8539e+02 2.8458e+00 9.7307e+04 4.3947e-03
0.0000e+00 2.6513e+02 0.0000e+00 0.0000e+00 2.8042e+02 2.1666e+00 9.7404e+04 3.9508e-03
0.0000e+00 2.4689e+02 0.0000e+00 0.0000e+00 2.7617e+02 1.8448e+00 9.7424e+04 3.3940e-03
0.0000e+00 2.4122e+02 0.0000e+00 0.0000e+00 2.7544e+02 1.4894e+00 9.7437e+04 3.1648e-03
4.8678e+01 2.5014e+02 0.0000e+00 0.0000e+00 2.7531e+02 7.9066e-01 9.7498e+04 3.6676e-03
4.7747e+02 2.8204e+02 0.0000e+00 0.0000e+00 2.8672e+02 2.1938e+00 9.7607e+04 4.6429e-03
8.0081e+02 2.9929e+02 0.0000e+00 0.0000e+00 2.9018e+02 3.5522e+00 9.7573e+04 4.8624e-03
6.5878e+02 3.0169e+02 0.0000e+00 0.0000e+00 2.9068e+02 3.7535e+00 9.7514e+04 4.9227e-03
1.8768e+02 2.8942e+02 0.0000e+00 0.0000e+00 2.8694e+02 2.5193e+00 9.7612e+04 4.8893e-03
0.0000e+00 2.7985e+02 0.0000e+00 0.0000e+00 2.8302e+02 2.1731e+00 9.7766e+04 4.4433e-03
0.0000e+00 2.5140e+02 0.0000e+00 0.0000e+00 2.7812e+02 2.2243e+00 9.7762e+04 3.8167e-03
0.0000e+00 2.4248e+02 0.0000e+00 0.0000e+00 2.7664e+02 1.8516e+00 9.7793e+04 3.5132e-03
5.8782e+01 2.3907e+02 0.0000e+00 0.0000e+00 2.7678e+02 1.0458e+00 9.7907e+04 4.0061e-03
5.0426e+02 2.7229e+02 0.0000e+00 0.0000e+00 2.8709e+02 2.5189e+00 9.7990e+04 5.0659e-03
8.1588e+02 3.0046e+02 0.0000e+00 0.0000e+00 2.9219e+02 3.6535e+00 9.7949e+04 5.6467e-03
6.7347e+02 3.0964e+02 0.0000e+00 0.0000e+00 2.9418e+02 4.2635e+00 9.7811e+04 5.3058e-03
1.9151e+02 2.9452e+02 0.0000e+00 0.0000e+00 2.8979e+02 3.3903e+00 9.7828e+04 5.1163e-03
0.0000e+00 2.7916e+02 0.0000e+00 0.0000e+00 2.8494e+02 2.9400e+00 9.7936e+04 4.4042e-03
0.0000e+00 2.6221e+02 0.0000e+00 0.0000e+00 2.8003e+02 2.5254e+00 9.7853e+04 3.9257e-03
0.0000e+00 2.5381e+02 0.0000e+00 0.0000e+00 2.7865e+02 2.2985e+00 9.7740e+04 3.3757e-03
6.3131e+01 2.4961e+02 0.0000e+00 0.0000e+00 2.7914e+02 1.8088e+00 9.7718e+04 3.9336e-03
5.1692e+02 2.7197e+02 0.0000e+00 0.0000e+00 2.8865e+02 2.6494e+00 9.7667e+04 4.9933e-03
8.3119e+02 2.9534e+02 0.0000e+00 0.0000e+00 2.9261e+02 3.1994e+00 9.7516e+04 5.0181e-03
6.8984e+02 3.0147e+02 0.0000e+00 0.0000e+00 2.9350e+02 3.8896e+00 9.7195e+04 4.9529e-03
1.9639e+02 2.8681e+02 0.0000e+00 0.0000e+00 2.8764e+02 3.0847e+00 9.7203e+04 4.7214e-03
0.0000e+00 2.8008e+02 0.0000e+00 0.0000e+00 2.8202e+02 2.0521e+00 9.7263e+04 4.1322e-03
0.0000e+00 3.0265e+02 1.8109e-05 0.0000e+00 2.8009e+02 1.6072e+00 9.7175e+04 4.5156e-03
0.0000e+00 2.9338e+02 2.6880e-05 0.0000e+00 2.7766e+02 1.2022e+00 9.7145e+04 4.3656e-03
4.0952e+01 2.8786e+02 0.0000e+00 0.0000e+00 2.7781e+02 6.7109e-01 9.7090e+04 4.5495e-03
3.3778e+02 3.1059e+02 0.0000e+00 0.0000e+00 2.8423e+02 5.8041e-01 9.7056e+04 5.5921e-03
5.8053e+02 3.4134e+02 0.0000e+00 0.0000e+00 2.8872e+02 1.1427e+00 9.6925e+04 5.8382e-03
3.6298e+02 3.5830e+02 2.4606e-05 0.0000e+00 2.8683e+02 1.1417e+00 9.6924e+04 5.0197e-03
1.0519e+02 3.4256e+02 2.7836e-05 0.0000e+00 2.8535e+02 1.0082e+00 9.6878e+04 5.0193e-03
0.0000e+00 3.3147e+02 1.3934e-05 0.0000e+00 2.8288e+02 8.6873e-01 9.6930e+04 4.8006e-03
0.0000e+00 2.8917e+02 0.0000e+00 0.0000e+00 2.7885e+02 1.4174e+00 9.6823e+04 4.3182e-03
0.0000e+00 2.7287e+02 0.0000e+00 0.0000e+00 2.7373e+02 1.6777e+00 9.6871e+04 3.6108e-03
5.9002e+01 2.6968e+02 0.0000e+00 0.0000e+00 2.7481e+02 1.3549e+00 9.6910e+04 3.8436e-03
5.1123e+02 2.8951e+02 0.0000e+00 0.0000e+00 2.8603e+02 1.0323e+00 9.6964e+04 5.0868e-03
8.3546e+02 3.0166e+02 0.0000e+00 0.0000e+00 2.9111e+02 1.6359e+00 9.6845e+04 4.9799e-03
6.9256e+02 3.0669e+02 0.0000e+00 0.0000e+00 2.9328e+02 1.5751e+00 9.6716e+04 5.1108e-03
2.0439e+02 2.9721e+02 0.0000e+00 0.0000e+00 2.9137e+02 7.4972e-01 9.6704e+04 5.6699e-03
0.0000e+00 2.8121e+02 0.0000e+00 0.0000e+00 2.8474e+02 2.3704e+00 9.6776e+04 4.9872e-03
0.0000e+00 2.6797e+02 0.0000e+00 0.0000e+00 2.7798e+02 2.4725e+00 9.6678e+04 3.8288e-03
0.0000e+00 2.6083e+02 0.0000e+00 0.0000e+00 2.7642e+02 2.6908e+00 9.6553e+04 3.4182e-03
6.8197e+01 2.6355e+02 0.0000e+00 0.0000e+00 2.7897e+02 2.3102e+00 9.6532e+04 4.1739e-03
5.0342e+02 3.0509e+02 0.0000e+00 0.0000e+00 2.9253e+02 2.0962e+00 9.6561e+04 7.5651e-03
7.1425e+02 3.6422e+02 0.0000e+00 0.0000e+00 2.9799e+02 2.8474e+00 9.6435e+04 6.8745e-03
4.3942e+02 3.8378e+02 0.0000e+00 0.0000e+00 2.9526e+02 3.7297e+00 9.6379e+04 7.5189e-03
6.3415e+01 3.7729e+02 0.0000e+00 0.0000e+00 2.8964e+02 2.5984e+00 9.6470e+04 8.2045e-03
0.0000e+00 3.6918e+02 1.7619e-05 0.0000e+00 2.8598e+02 2.0125e+00 9.6576e+04 8.3871e-03
0.0000e+00 3.6415e+02 2.3530e-05 0.0000e+00 2.8425e+02 2.0166e+00 9.6463e+04 7.8965e-03
0.0000e+00 3.5380e+02 1.7474e-05 0.0000e+00 2.8349e+02 2.1011e+00 9.6406e+04 7.7184e-03
4.8696e+01 3.3196e+02 0.0000e+00 0.0000e+00 2.8387e+02 2.2943e+00 9.6410e+04 7.9346e-03
4.4697e+02 3.2183e+02 3.0947e-05 0.0000e+00 2.8724e+02 2.7785e+00 9.6383e+04 8.6635e-03
6.1590e+02 3.5249e+02 1.1463e-04 0.0000e+00 2.8973e+02 1.8969e+00 9.6249e+04 9.5237e-03
4.8669e+02 3.6539e+02 2.5148e-05 0.0000e+00 2.9508e+02 1.6397e+00 9.6062e+04 7.6457e-03
1.5086e+02 3.4316e+02 0.0000e+00 0.0000e+00 2.9304e+02 1.5996e+00 9.5984e+04 8.7853e-03
0.0000e+00 3.1532e+02 0.0000e+00 0.0000e+00 2.8652e+02 2.6792e+00 9.5964e+04 7.0901e-03
0.0000e+00 3.1159e+02 0.0000e+00 0.0000e+00 2.8398e+02 3.0603e+00 9.5807e+04 6.1628e-03
0.0000e+00 3.0122e+02 0.0000e+00 0.0000e+00 2.8244e+02 2.8774e+00 9.5609e+04 6.0559e-03
6.1785e+01 2.9855e+02 0.0000e+00 0.0000e+00 2.8409e+02 2.4403e+00 9.5596e+04 6.6936e-03
4.9235e+02 3.2777e+02 0.0000e+00 0.0000e+00 2.9135e+02 2.7770e+00 9.5592e+04 8.6584e-03
6.2821e+02 3.5881e+02 4.0220e-05 0.0000e+00 2.9300e+02 2.0241e+00 9.5496e+04 8.9586e-03
5.1337e+02 3.7067e+02 1.1094e-04 0.0000e+00 2.9609e+02 1.2154e+00 9.5340e+04 8.8942e-03
1.3471e+02 3.4062e+02 5.4062e-05 0.0000e+00 2.9167e+02 1.5970e+00 9.5319e+04 9.2919e-03
2.7961e-02 3.3003e+02 2.4648e-05 0.0000e+00 2.8624e+02 1.5869e+00 9.5373e+04 7.9109e-03
0.0000e+00 3.1693e+02 2.9058e-05 0.0000e+00 2.8560e+02 1.6180e+00 9.5392e+04 8.4270e-03
0.0000e+00 3.2769e+02 3.5329e-05 0.0000e+00 2.8519e+02 2.1189e+00 9.5542e+04 8.6384e-03
2.5960e+01 3.4066e+02 2.9284e-05 0.0000e+00 2.8406e+02 2.5016e+00 9.5723e+04 8.2996e-03
1.4745e+02 3.5951e+02 1.9234e-04 0.0000e+00 2.8325e+02 4.0952e+00 9.6040e+04 7.8924e-03
1.0526e+02 3.4885e+02 1.7547e-04 0.0000e+00 2.7944e+02 4.4917e+00 9.6384e+04 6.0289e-03
5.0995e+01 3.4399e+02 9.9345e-05 0.0000e+00 2.7944e+02 5.1869e+00 9.6834e+04 5.4300e-03
2.2312e+01 3.3739e+02 4.1352e-05 0.0000e+00 2.8043e+02 2.9409e+00 9.7022e+04 5.1653e-03
8.1488e-02 3.0738e+02 0.0000e+00 0.0000e+00 2.7960e+02 2.8657e+00 9.7225e+04 4.4616e-03
0.0000e+00 2.8133e+02 0.0000e+00 0.0000e+00 2.7779e+02 2.6221e+00 9.7239e+04 3.6702e-03
0.0000e+00 2.6692e+02 0.0000e+00 0.0000e+00 2.7551e+02 1.5936e+00 9.7365e+04 3.7021e-03
7.0747e+01 2.5754e+02 0.0000e+00 0.0000e+00 2.7652e+02 1.0827e+00 9.7361e+04 4.0626e-03
5.3250e+02 2.7017e+02 0.0000e+00 0.0000e+00 2.8313e+02 1.7929e+00 9.7358e+04 4.0681e-03
8.6081e+02 2.8733e+02 0.0000e+00 0.0000e+00 2.8866e+02 3.0750e+00 9.7144e+04 4.6964e-03
6.8911e+02 3.0066e+02 0.0000e+00 0.0000e+00 2.9034e+02 2.3209e+00 9.6976e+04 4.4892e-03
1.7145e+02 3.1173e+02 0.0000e+00 0.0000e+00 2.8781e+02 2.8070e+00 9.6840e+04 4.8832e-03
1.6346e-01 3.2682e+02 2.3980e-05 0.0000e+00 2.8436e+02 2.8238e+00 9.6804e+04 4.2898e-03
0.0000e+00 2.9959e+02 0.0000e+00 0.0000e+00 2.8145e+02 2.1432e+00 9.6717e+04 4.0318e-03
0.0000e+00 3.0544e+02 0.0000e+00 0.0000e+00 2.7804e+02 1.6809e+00 9.6834e+04 3.9640e-03
1.8644e+01 3.3134e+02 5.5356e-05 0.0000e+00 2.8040e+02 1.7378e+00 9.6899e+04 4.6376e-03
2.3188e+02 3.3744e+02 3.6214e-05 0.0000e+00 2.8585e+02 3.2812e+00 9.6974e+04 5.4936e-03
4.5446e+02 3.4583e+02 2.2692e-05 0.0000e+00 2.8694e+02 2.9380e+00 9.6896e+04 5.5987e-03
3.4654e+02 3.5870e+02 0.0000e+00 0.0000e+00 2.8894e+02 2.2403e+00 9.6744e+04 5.4399e-03
1.2522e+02 3.3265e+02 0.0000e+00 0.0000e+00 2.8758e+02 2.0524e+00 9.6633e+04 5.6835e-03
6.5377e-01 3.0978e+02 0.0000e+00 0.0000e+00 2.8308e+02 2.0258e+00 9.6600e+04 5.2711e-03
0.0000e+00 3.3851e+02 2.4480e-05 0.0000e+00 2.8127e+02 2.1335e+00 9.6547e+04 5.5145e-03
0.0000e+00 3.3704e+02 4.1446e-05 0.0000e+00 2.8037e+02 1.8887e+00 9.6355e+04 5.3243e-03
1.4831e+01 3.4355e+02 6.9368e-05 0.0000e+00 2.7984e+02 1.4266e+00 9.6326e+04 6.0429e-03
1.2027e+02 3.5300e+02 1.6763e-04 0.0000e+00 2.8237e+02 2.6192e+00 9.6218e+04 6.5233e-03
3.4447e+02 3.6491e+02 6.3678e-05 0.0000e+00 2.8554e+02 2.2118e+00 9.6025e+04 7.2922e-03
