0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.047417498 0.047417498
0.048183954 0.048183954
0.048905937 0.048905937
0.049590929 0.049590929
0.050427002 0.050427002
0.051386823 0.051386823
0.052464773 0.052464773
0.053649576 0.053649576
0.054876135 0.054876135
0.056237548 0.056237548
0.057794216 0.057794216
0.059429188 0.059429188
0.06118109 0.06118109
0.063124763 0.063124763
0.065429262 0.065429262
0.067766524 0.067766524
0.070107644 0.070107644
0.072591255 0.072591255
0.075387098 0.075387098
0.07833295 0.07833295
0.081228161 0.081228161
0.08426014 0.08426014
0.087421088 0.087421088
0.090625976 0.090625976
0.093611605 0.093611605
0.096686894 0.096686894
0.099810117 0.099810117
0.102503854 0.102503854
0.105219297 0.105219297
0.107907277 0.107907277
0.110316908 0.110316908
0.112632382 0.112632382
0.114784637 0.114784637
0.116669231 0.116669231
0.118231365 0.118231365
